Name,Phone,Address,Website,Category,Keyword,Location,TimeZone,IdStatus
Coldwell Banker,8884076374,"35674 Highway 41Coarsegold, CA 93614",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Peter Basso - Coldwell Banker Realty,8884076374,"600 Bicentennial Way Ste 100Santa Rosa, CA 95403",http://www.mysonomacountyagent.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
South Valley Property Management,4088485480,"8050 Santa Teresa Blvd Ste 220Gilroy, CA 95020",http://www.svpm.net/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,8889914657,"8694 Elk Grove Blvd Ste 9Elk Grove, CA 95624",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Red Carpet Coastal Properties,5625972481,"5199 E Pacific Coast HwyLong Beach, CA 90804",http://www.redcarpetrealestate.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
California Capital Resources,5629040355,"12340 Seal Beach BlvdSeal Beach, CA 90740",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Re/Max,8882169257,"8080 N Palm Ave Ste 101Fresno, CA 93711",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,"32114 Hilltop BoulevardRunning Springs, CA 92382",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Camino Realty,3103204600,"313 W Carson StCarson, CA 90745",http://www.camino-realty.com/,"Real Estate Agents, Real Estate Appraisers",Real Estate,CA,PST,Lead
London Properties Ltd,2097252100,"67 W Alexander AveMerced, CA 95348",http://www.londonproperties.com/welcome,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,Serving theCA Area,http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Sperry Van Ness-Highland Commercial Real Estate,5304701740,"11300 Willow Valley RdNevada City, CA 95959",http://www.svnhighland.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Coldwell Banker Select Realty,8884076374,"129 W Central Ave Ste GLompoc, CA 93436",http://www.coldwellbankerlompoc.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Mint Properties,8059389950,"2880 Santa Maria Way Ste D8Santa Maria, CA 93455",http://mintproperties.net/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Stone-Miller,9495519008,"18101 Von Karman AveIrvine, CA 92612",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,8552034389,"1621 W Lewis StSan Diego, CA 92103",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker-Bartels Realtors,5107588050,"3088 Pinole Valley RdPinole, CA 94564",http://www.bartelsrealtors.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Beitler Commercial,3108202955,"825 S Barrington AveLos Angeles, CA 90049",http://beitler.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,"23522 Crest Forest DrCrestline, CA 92325",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,"1045 Willow StSan Jose, CA 95125",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8882169257,"8645 Haven AveRancho Cucamonga, CA 91730",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,4082974575,Serving theCA Area,http://www.gojohnnyb.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Realty World,2097723501,"2 Nove WayValley Springs, CA 95252",http://www.realtyworld.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,"555 S Highway 1Bodega Bay, CA 94923",http://www.ilovebodegabay.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5626909030,"1130 S Beach BlvdLa Habra, CA 90631",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cbre,5108741900,"1111 Broadway Ste 1850Oakland, CA 94607",https://www.cbre.com/offices/corporate/oakland,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Camino Real Playhouse,9494898082,"31776 El Camino RealSan Juan Capistrano, CA 92675",http://www.caminorealplayhouse.org/index.html,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,8882115460,"9675 Elk Grove Florin RdElk Grove, CA 95624",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Heritage Park Senior Apartments,6268130233,"1800 W Badillo StWest Covina, CA 91790",http://www.heritageseniorapts.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Pruett Realty,8772121294,"1845 Sunset Cliffs BlvdSan Diego, CA 92107",http://www.pruettrealty.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,"532 Brunswick RdGrass Valley, CA 95945",http://www.nevadacounty4sale.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax Premier Realty,9498575400,"5 TiconderogaIrvine, CA 92620",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8882115460,"320 Primrose RdBurlingame, CA 94010",http://www.mcguire.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5628025822,"13405 Artesia BlvdCerritos, CA 90703",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
A Better Property Management Co Inc,5624980159,"6621 E Pacific Coast HwyLong Beach, CA 90803",http://www.abetterproperty.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
South Bay Foreclosure Solutions,4088369653,Serving theCA Area,,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Del Gagnon Co Inc Real Estate,7603673535,"73980 29 Palms HwyTwentynine Palms, CA 92277",http://www.delgagnonco.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,8553413917,"409 N Main StPorterville, CA 93257",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax Metro,7145410697,"1015 S Main StSanta Ana, CA 92701",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Miracle Mile Realty,2092980550,"Stockton, CA 95203",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,"201 Marine AveNewport Beach, CA 92662",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Remax,8057818101,"857 Santa Rosa StSan Luis Obispo, CA 93401",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Costar Group,8772121294,"4535 Towne Centre CtSan Diego, CA 92121",http://costar.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,8553413917,"644 N Santa Cruz AveLos Gatos, CA 95030",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Valley Land & Investment Co,5596383651,"1053 G StReedley, CA 93654",http://www.valleyland.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Remax,7142571100,"3 Pointe Dr Ste 307Brea, CA 92821",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8553413917,"1099 D St Ste 201San Rafael, CA 94901",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
London Properties LTD,5596616100,"1445 N Schnoor StMadera, CA 93637",http://www.londonproperties.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8884076374,"589 Tahoe Keys BlvdSouth Lake Tahoe, CA 96150",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"3377 Via LidoNewport Beach, CA 92663",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Crockett Cripps,3106709572,"8816 S Sepulveda BlvdLos Angeles, CA 90045",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Advanced Funding Solutions, Inc",8004672010,"16200 Ventura Blvd Ste 418Encino, CA 91436",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Sierra Foothill Properties,5303332184,"4916 Marshall RdGarden Valley, CA 95633",http://www.sierrafoothillproperties.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Pelio & Associates Inc,4088729500,"14573 Big Basin WaySaratoga, CA 95070",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,9514924647,"1565 W Florida AveHemet, CA 92543",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re Max Precision Realty,8883978678,"10927 Downey Ave Ste ADowney, CA 90241",http://www.rishermortuary.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,4087487700,"84 W Santa Clara St Ste 650San Jose, CA 95113",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9516763878,"40758 Winchester Rd Ste ATemecula, CA 92591",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Primestor Properties,3103859553,"228 S Beverly DrBeverly Hills, CA 90212",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Hugo Balarezo RE/MAX A-Team,9513541300,"3400 La Sierra AveRiverside, CA 92503",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"6833 Quail Hill PkwyIrvine, CA 92603",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Spinelli Tony & Associates,8057731850,"702 Dolliver StPismo Beach, CA 93449",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker Kappel Gateway Realty,8772165505,"1140 Pitt School Road, Suite ADixon, CA 95620",http://kappelgateway.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Blair Properties,8054411374,"1750 El Camino RealGrover Beach, CA 93433",http://www.blairproperties.net/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Re/Max Masters,6196310188,"8415 La Rouche DrSan Diego, CA 92119",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8883978678,"1686 2nd StLivermore, CA 94550",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,3103789494,"63 Malaga Cove PlzPalos Verdes Estates, CA 90274",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"146 Lake Almanor West DrChester, CA 96020",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Exec,3108354004,"22008 Avalon BlvdCarson, CA 90745",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Loopnet Inc,4154758459,"185 Berry StSan Francisco, CA 94107",http://www.loopnet.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Delta Pacific Realty Investments,2099824444,"241 Frank West CirStockton, CA 95206",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
New Dimension,5622480310,"4510 E Pacific Coast HwyLong Beach, CA 90804",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
W Real Estate,7075910570,"500 Bicentennial WaySanta Rosa, CA 95403",http://www.wrealestate.net/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Mendo Realty-Fort Bragg,7079643610,"690 S Main StFort Bragg, CA 95437",http://www.angieslist.com/companylist/us/ca/fort-bragg/mendo-realty-fort-bragg-reviews-5057474.htm,"Real Estate Agents, Residential Designers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"1810 Summer DrDelano, CA 93215",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Hirsch & Associates,8314768194,"4375 Capitola RdCapitola, CA 95010",,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Remax Advantage,9166246100,"4200 Rocklin RdRocklin, CA 95677",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Sunyoung McDermott | Coldwell Banker,8772165505,"2065 Huntington DrSan Marino, CA 91108",http://www.sunyoungrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"2270 Douglas Blvd Ste 120Roseville, CA 95661",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8556713645,"133 S Yorba StOrange, CA 92869",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Adept Western Properties,9517340711,Serving theCA Area,,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,8556713645,"6012 Florence AveBell Gardens, CA 90201",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Real Property Investments,8055444422,"864 Osos StSan Luis Obispo, CA 93401",https://www.swem.com/vintage,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"17851 Santiago BlvdVilla Park, CA 92861",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"985 G StArcata, CA 95521",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Arco Realty,5594311070,"7650 N Palm AveFresno, CA 93711",,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Re/Max,3106708809,"5329 W Slauson AveLos Angeles, CA 90056",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Braun Auctioneers & Appraisers,3107983123,"1230 Rosecrans AveManhattan Beach, CA 90266",https://www.braunco.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Platinum Properties,5599060847,"847 E Gettysburg AveFresno, CA 93704",,"Real Estate Agents, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
"Stone, Miller",3102029008,"11620 Wilshire Blvd Ste 520Los Angeles, CA 90025",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Showhomes,9498518567,"Irvine, CA 92614",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Monterey Bay Homes,8319202332,"215 Reservation RdMarina, CA 93933",http://www.montereybaylaundry.com/,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Realty Management Services,6613274496,"120 H StBakersfield, CA 93304",http://www.realtymanagement.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"220 Petaluma AveSebastopol, CA 95472",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8556713645,"PO Box 4367Walnut Creek, CA 94596",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Rosenthal & Excell Commercial Real Estate Services,9516582559,"1600 E Florida AveHemet, CA 92544",http://www.rosenthalexcell.com/profile.htm,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Berkshire Hathaway HomeServices Franciscan Properties,4156649400,"677 Portola DrSan Francisco, CA 94127",http://www.bhhsfranciscan.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"32675 Temecula Pkwy Ste ATemecula, CA 92592",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5625964451,"6500 E Bacarro StLong Beach, CA 90815",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Nasch Properties,8183381600,"5655 Lindero Canyon RdWestlake Village, CA 91362",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Remax A-Team,9517888255,"3739 Arlington AveRiverside, CA 92506",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"10320 Meadow Glen Way EEscondido, CA 92026",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Varnell Owens Realtor,5103369200,"5942 Macarthur BlvdOakland, CA 94605",http://www.varnellowens.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,8883978678,"1566 W Grand AveGrover Beach, CA 93433",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"RTI Properties, Inc.",3105329122,"19300 S Hamilton Ave Ste 210Gardena, CA 90248",http://www.rtiproperties.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,8884076374,"9216 Lakewood BlvdDowney, CA 90240",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Great American Realty,9519222199,"977 W Ramsey StBanning, CA 92220",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Orangehill Realty,9093071008,"300 E Citrus AveRedlands, CA 92373",http://www.orangehillrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"765 Tucker RdTehachapi, CA 93561",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Harvey Homes Real Estate and Property Management,7607167549,"1220 Coventry RdVista, CA 92084",http://www.harveyhomes.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"345 E Rowland StCovina, CA 91723",https://www.coldwellbanker.com/coldwell-banker-town-%26-country-1647c/covina-office-60533d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8889914657,"6024 Paseo DeliciasRancho Santa Fe, CA 92067",http://www.ranchosantafebistro.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8772165505,"4230 Green River RdCorona, CA 92878",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
